가행광여부,광산명,광산유형,시도,시군구,읍면동,리
폐광,금속,(가)도화리,충북,제천시,청풍면,도화리
폐광,금속,(가)견옥,충북,제천시,청풍면,물태리
폐광,비금속,대현,충북,제천시,청풍면,물태리
폐광,비금속,덕소,충북,제천시,청풍면,양평리
폐광,비금속,천덕활석,충북,제천시,청풍면,양평리
폐광,비금속,우석알엔씨,충북,제천시,청풍면,연론리
폐광,석탄,(가)용곡광산,충북,제천시,청풍면,용곡리
폐광,금속,(가)국부,충북,제천시,청풍면,읍리
폐광,석탄,광명,충북,제천시,청풍면,진목리
폐광,금속,동아텅스텐,충북,제천시,청풍면,학현리
폐광,금속,제천철,충북,제천시,청풍면,황석리
폐광,금속,황석,충북,제천시,청풍면,황석리
폐광,금속,제천,충북,제천시,청풍면,후산리
폐광,비금속,(가)송계2리,충북,제천시,한수면,송계리
폐광,금속,(가)골뫼,충북,제천시,한수면,송계리
폐광,비금속,(가)구레골,충북,제천시,한수면,송계리
폐광,비금속,왕자,충북,제천시,한수면,송계리
폐광,비금속,(가)동부,충북,제천시,한수면,송계리
폐광,비금속,송계,충북,제천시,한수면,송계리
폐광,비금속,동창,충북,제천시,한수면,탄지리
폐광,금속,풍진,충북,제천시,한수면,탄지리
폐광,비금속,삼곡,충북,제천시,대랑동,
폐광,비금속,제원,충북,제천시,두학동,
폐광,비금속,일신수산활석,충북,제천시,수산면,수리
폐광,비금속,갑산,충북,제천시,자작동,
폐광,비금속,세경물산단양석회,충북,제천시,자작동,
폐광,비금속,아진,충북,제천시,자작동,
폐광,금속,노암,충북,증평군,도안면,노암리
폐광,금속,흥국삼보,충북,청주시 청원구,북이면,선암리
폐광,금속,정복,충북,증평군,증평읍,덕상리
폐광,금속,만화,충북,증평군,증평읍,송산리
폐광,금속,세풍,충북,증평군,증평읍,연탄리
폐광,금속,증평,충북,증평군,증평읍,연탄리
폐광,금속,불야,충북,증평군,증평읍,용강리
폐광,금속,영창,충북,증평군,증평읍,용강리
폐광,금속,부악,충북,증평군,증평읍,율리
폐광,비금속,아정규석,충북,증평군,증평읍,율리
폐광,비금속,신일고령토,충북,진천군,덕산읍,신척리
폐광,금속,문백,충북,진천군,문백면,구곡리
폐광,금속,옥산,충북,진천군,문백면,평산리
폐광,금속,성대리,충북,진천군,백곡면,성대리
폐광,금속,적재,충북,진천군,백곡면,성대리
폐광,금속,만승,충북,진천군,이월면,사당리
폐광,금속,고산(미등록금암),충북,진천군,이월면,삼용리
폐광,비금속,장천형석,충북,진천군,진천읍,장관리
폐광,비금속,진성고령토,충북,진천군,이월면,삼용리
폐광,비금속,진천,충북,진천군,진천읍,가산리
폐광,금속,금암,충북,진천군,진천읍,금암리
폐광,금속,금곡,충북,충주시,대소원면,금곡리
폐광,비금속,청용,충북,청주시상당구,가덕면,행정리
폐광,비금속,청원규석,충북,청주시상당구,가덕면,행정리
폐광,금속,(가)상정리,충북,청주시흥덕구,오송읍,상정리
폐광,금속,조치원,충북,청주시흥덕구,오송읍,상정리
폐광,금속,연제,충북,청주시흥덕구,오송읍,연제리
폐광,금속,청남,충북,청주시서원구,남이면,사동리
폐광,금속,복대,충북,청주시서원구,남이면,석판리
폐광,비금속,청주,충북,청주시서원구,남이면,척산리
폐광,금속,안심,충북,청주시서원구,남이면,팔봉리
폐광,금속,청영,충북,청주시서원구,남이면,팔봉리
폐광,금속,삼부,충북,청주시상당구,남일면,황청리
폐광,금속,청원,충북,청주시상당구,낭성면,인경리
폐광,비금속,유성,충북,청주시상당구,낭성면,문박리
폐광,비금속,용산봉,충북,청주시상당구,낭성면,삼산리
폐광,비금속,청원,충북,청주시상당구,낭성면,삼산리
폐광,비금속,청원홍주석,충북,청주시상당구,낭성면,삼산리
폐광,금속,청원,충북,청주시상당구,낭성면,인경리
폐광,금속,(가)백화금,충북,청주시청원구,내수읍,국동리
폐광,금속,산성,충북,청주시청원구,내수읍,덕암리
폐광,금속,세명사금,충북,청주시청원구,내수읍,묵방리
폐광,금속,부암,충북,청주시청원구,내수읍,초정리
폐광,비금속,북일,충북,청주시청원구,내수읍,초정리
폐광,금속,덕암,충북,청주시청원구,내수읍,풍정리
폐광,금속,대영,충남,예산군,광시면,서초정리
폐광,석탄,태우,충북,청주시상당구,미원면,계원리
폐광,비금속,동양석회,충북,청주시상당구,미원면,구방리
폐광,금속,개동,충북,청주시상당구,미원면,금관리
폐광,금속,종암,충북,청주시상당구,미원면,종암리
폐광,비금속,충북석회,충북,청주시상당구,미원면,
폐광,금속,금해,충북,청주시상당구,미원면,화창리
폐광,금속,천년,세종,,부강면,갈산리
폐광,금속,금호,세종,,부강면,금호리
폐광,금속,대창,세종,,부강면,등곡리
폐광,금속,청풍,세종,,부강면,등곡리
폐광,금속,제일텅스텐,세종,,부강면,등곡리
폐광,금속,삼황,충북,청주시서원구,남이면,외천리
폐광,금속,외천,충북,청주시서원구,남이면,
폐광,금속,(가)외천리,충북,청주시서원구,남이면,부용외천리
폐광,금속,현도,충북,청주시서원구,남이면,부용외천리
폐광,비금속,문화형석,충북,청주시청원구,북이면,광암리
폐광,금속,대길,충북,청주시청원구,북이면,대길리
폐광,금속,석화,충북,청주시청원구,북이면,
폐광,금속,소룡,충북,청주시청원구,북이면,석화리
폐광,금속,모정,충북,청주시청원구,오창읍,모정리
폐광,금속,충청,충북,청주시서원구,현도면,죽암리
폐광,금속,부용,충북,청주시서원구,현도면,죽전리
폐광,금속,무심천,충북,청주시청원구,사천동,
폐광,금속,무심천사금,충북,청주시청원구,사천동,
폐광,금속,청주,충북,청주시 상당구,용정동,
폐광,금속,관풍,충북,청주시 상당구,월오동,
폐광,금속,가금,충북,충주시,중앙탑면,봉황리
폐광,금속,창동,충북,충주시,중앙탑면,창동리
폐광,금속,가금,충북,충주시,중앙탑면,하구암리
폐광,비금속,대용,충북,충주시,가주동,
폐광,금속,(가)가신리,충북,충주시,노은면,가신리
폐광,금속,병억일신,충북,충주시,노은면,가신리
폐광,금속,중보,충북,충주시,노은면,가신리
폐광,금속,(가)대덕리,충북,충주시,노은면,대덕리
폐광,비금속,노은규석,충북,충주시,노은면,문성리
폐광,비금속,동보,충북,충주시,노은면,문성리
폐광,금속,천룡,충북,충주시,노은면,수룡리
폐광,비금속,노은도석,충북,충주시,노은면,신효리
폐광,금속,삼원주덕,충북,충주시,노은면,신효리
폐광,금속,(가)신효리,충북,충주시,노은면,신효리
폐광,비금속,제3홍일,충북,충주시,노은면,신효리
폐광,비금속,중원도석,충북,충주시,노은면,신효리
폐광,비금속,봉황,충북,충주시,노은면,안락리
폐광,금속,안락,충북,충주시,노은면,안락리
폐광,금속,보련,충북,충주시,노은면,연하리
폐광,금속,태창,충북,충주시,노은면,연하리
폐광,금속,보성,충북,충주시,동량면,손동리
폐광,비금속,중원규석,충북,충주시,동량면,손동리
폐광,비금속,한국,충북,충주시,동량면,조동리
폐광,비금속,부영,충북,충주시,동량면,지동리
폐광,비금속,충주규석,충북,충주시,동량면,지동리
폐광,금속,(가)포탄리,충북,충주시,동량면,포탄리
폐광,비금속,옥동활석,충북,충주시,동량면,하천리
폐광,비금속,충주,충북,충주시,목벌동,
폐광,비금속,방대,충북,충주시,산척면,명서리
폐광,비금속,재용,충북,충주시,산척면,명서리
폐광,금속,천등,충북,충주시,산척면,송강리
폐광,금속,황둔,충북,충주시,산척면,송강리
폐광,금속,영덕,충북,충주시,산척면,영덕리
폐광,금속,두일,충북,충주시,살미면,내사리
폐광,비금속,문화,충북,충주시,살미면,재오개리
폐광,비금속,설운,충북,충주시,살미면,설운리
폐광,비금속,세성,충북,충주시,살미면,설운리
폐광,비금속,살미,충북,충주시,살미면,세성리
폐광,비금속,서창,충북,충주시,살미면,신당리
폐광,비금속,응천,충북,충주시,살미면,신당리
폐광,금속,(가)신매리,충북,충주시,살미면,신매리
폐광,금속,살미,충북,충주시,살미면,재오개리
폐광,비금속,일신동양활석,충북,충주시,살미면,재오개리
폐광,금속,건일,충북,충주시,살미면,토계리
폐광,비금속,토계리,충북,충주시,살미면,토계리
폐광,비금속,대중대리석,충북,충주시,살미면,향산리
폐광,비금속,덕암,충북,충주시,살미면,향산리
폐광,비금속,한국,충북,충주시,살미면,향산리
폐광,비금속,향산,충북,충주시,살미면,향산리
폐광,비금속,대석,충북,충주시,수안보면,미륵리
폐광,금속,국사봉,충북,충주시,소태면,구룡리
폐광,비금속,소복,충북,충주시,소태면,덕은리
폐광,금속,(가)삼봉,충북,충주시,소태면,덕은리
폐광,금속,(가)복탄리,충북,충주시,소태면,복탄리
폐광,금속,"오복(중원개발,성창)",충북,충주시,소태면,복탄리
폐광,금속,(가)양촌리,충북,충주시,소태면,양촌리
폐광,금속,(가)오량리,충북,충주시,소태면,오량리
폐광,금속,목계,충북,충주시,소태면,중청리
폐광,금속,(가)중청리,충북,충주시,소태면,중청리
폐광,비금속,윤광,충북,충주시,수안보면,미륵리
폐광,금속,대황,충북,충주시,수안보면,사문리
폐광,금속,삼덕,충북,충주시,수안보면,온천리
폐광,비금속,천일석회,충북,충주시,수안보면,중산리
폐광,금속,(가)능암리2,충북,충주시,앙성면,능암리
폐광,금속,(가)능암리,충북,충주시,앙성면,능암리
폐광,금속,돈산,충북,충주시,앙성면,돈산리
폐광,금속,마장,충북,충주시,앙성면,마련리
폐광,금속,소산정금,충북,충주시,앙성면,마련리
폐광,금속,왕자,충북,충주시,앙성면,목미리
폐광,금속,소산정산,충북,충주시,앙성면,영죽리
폐광,금속,국산,충북,충주시,앙성면,용대리
폐광,비금속,동구,충북,충주시,앙성면,용포리
폐광,비금속,동출,충북,충주시,엄정면,가춘리
폐광,비금속,백운,충북,충주시,엄정면,가춘리
폐광,금속,삼봉,충북,충주시,엄정면,가춘리
폐광,금속,삼봉,충북,충주시,엄정면,가춘리
폐광,비금속,원일,충북,충주시,엄정면,가춘리
폐광,비금속,엄정,충북,충주시,엄정면,목계리
폐광,금속,충주텅스텐,충북,충주시,엄정면,원곡리
폐광,비금속,하일,충북,충주시,엄정면,가춘리
폐광,금속,양지,강원,원주시,신림면,성남리
폐광,비금속,풍익,충북,충주시,대소원면,매현리
폐광,금속,중원(942),충북,충주시,중앙탑면,창동리
폐광,금속,(가)칠성,충북,충주시,중앙탑면,창동리
폐광,석탄,동원-삼성,강원,정선군,사북읍,사북리
폐광,금속,"충주(금,은)",충북,충주시,대소원면,금곡리
폐광,비금속,율창,충북,충주시,대소원면,두정리
폐광,금속,충주,충북,충주시,대소원면,두정리
폐광,금속,(가)만정리,충북,충주시,대소원면,만정리
폐광,금속,충주,충북,충주시,대소원면,만정리
폐광,금속,충주철산,충북,충주시,대소원면,만정리
폐광,비금속,(가)매현리,충북,충주시,대소원면,매현리
폐광,금속,배한,충북,충주시,대소원면,매현리
폐광,금속,(가)충주2,충북,충주시,대소원면,매현리
폐광,비금속,중원,충북,충주시,대소원면,문주리
폐광,비금속,덕영,충북,충주시,대소원면,완오리
폐광,비금속,이류,충북,충주시,대소원면,완오리
폐광,금속,충주철,충북,충주시,대소원면,완오리
폐광,금속,충주철,충북,충주시,대소원면,완오리
폐광,비금속,흥일,충북,충주시,대소원면,탄용리
폐광,비금속,흥일(대흥),충북,충주시,대소원면,탄용리
폐광,비금속,(가)당우,충북,충주시,주덕읍,당우리
폐광,비금속,덕운,충북,충주시,주덕읍,당우리
폐광,금속,대소,충북,충주시,주덕읍,대곡리
폐광,비금속,신라규석,충북,충주시,주덕읍,덕련리
폐광,비금속,이덕,충북,충주시,주덕읍,신양리
폐광,금속,"충주(금,은)",충북,충주시,주덕읍,신중리
폐광,비금속,덕산,충북,충주시,주덕읍,화곡리
폐광,비금속,문화규석,충북,충주시,주덕읍,화곡리
폐광,비금속,대양,충북,충주시,목벌동,
폐광,비금속,(가)목벌동,충북,충주시,목벌동,
폐광,비금속,삼산,충북,충주시,목벌동,
폐광,비금속,일신동양활석,충북,충주시,목벌동,
폐광,비금속,동양활석,충북,충주시,종민동,
폐광,금속,대교,충북,충주시,연수동,
폐광,금속,금곡,충남,홍성군,결성면,금곡리
폐광,비금속,동국실리카,충북,충주시,용탄동,
폐광,비금속,동영,충북,충주시,용탄동,
폐광,비금속,충주규석,충북,충주시,용탄동,
폐광,비금속,대주,충북,충주시,종민동,
폐광,비금속,성신,충북,충주시,종민동,
폐광,비금속,(가)종민리,충북,충주시,종민동,
